X Gaze Data, Y Gaze Data, Time 
1257,783,872546
1257,782,872562
1254,781,872578
1249,779,872593
1248,779,872609
1247,779,872624
1241,782,872640
1242,780,872656
1241,781,872671
1245,783,872687
1245,785,872703
1245,785,872718
1243,785,872734
1241,787,872750
1241,786,872765
1241,786,872781
1240,786,872796
1239,782,872812
1236,779,872828
1214,757,872843
1211,753,872859
1210,752,872874
1204,747,872875
1198,740,872890
1190,729,872906
1185,725,872921
1185,725,872937
1184,725,872953
1178,724,872968
1177,723,872984
1173,719,873000
1168,716,873015
1164,711,873031
1159,705,873046
1155,703,873062
1148,700,873078
1148,701,873093
1146,700,873109
1144,697,873124
1143,697,873140
1137,697,873156
1135,697,873171
1134,697,873187
1130,696,873203
1126,695,873218
1121,694,873234
1120,694,873250
1117,693,873265
1115,693,873281
1116,695,873296
1116,694,873312
1116,694,873328
1114,688,873343
1114,686,873359
1114,686,873375
1112,679,873390
1110,677,873406
1106,677,873421
1103,675,873437
1101,675,873453
1100,676,873468
1099,676,873484
1096,675,873500
1092,675,873515
1095,675,873531
1089,671,873546
1087,669,873562
1077,665,873578
1076,665,873593
1070,666,873609
1067,665,873625
1065,663,873640
1062,660,873656
1062,661,873671
1058,658,873687
1056,654,873703
1053,652,873718
1048,644,873734
1046,644,873750
1043,644,873765
1045,648,873781
1044,647,873796
1045,648,873797
1046,649,873812
1045,650,873828
1046,652,873843
1047,647,873859
1040,636,873875
1036,640,873890
1034,641,873906
1030,636,873921
1028,633,873937
1026,630,873953
1020,624,873968
1018,623,873984
1015,620,874000
1013,619,874015
1012,616,874031
1011,615,874046
1011,615,874062
1004,619,874078
1004,618,874093
1001,612,874109
1000,600,874125
1000,599,874140
995,589,874156
995,588,874171
995,583,874187
994,584,874203
993,584,874218
983,594,874234
979,595,874250
983,589,874265
982,589,874281
981,590,874296
981,589,874312
980,589,874328
977,586,874343
976,585,874359
976,581,874375
976,580,874390
974,578,874406
969,566,874421
969,565,874437
968,564,874453
963,564,874468
959,564,874484
956,564,874500
957,563,874515
956,563,874531
946,557,874546
946,557,874562
940,560,874578
939,560,874593
933,563,874609
932,564,874625
931,566,874640
926,568,874656
919,563,874671
917,563,874687
913,565,874703
901,570,874718
897,570,874734
896,570,874750
892,571,874765
890,571,874783
891,571,874796
888,561,874812
888,561,874828
882,563,874843
882,564,874859
881,563,874875
877,565,874890
875,565,874906
872,564,874922
871,562,874937
864,553,874953
862,552,874968
860,551,874984
857,551,875000
849,551,875015
849,551,875031
840,542,875046
840,540,875062
840,538,875078
840,539,875093
825,540,875109
824,540,875125
821,541,875140
811,542,875156
809,542,875171
808,541,875187
815,533,875203
816,532,875218
799,533,875234
794,533,875250
783,531,875265
781,531,875281
782,531,875296
788,529,875297
803,518,875312
802,518,875328
800,517,875343
802,516,875359
790,520,875375
777,523,875390
771,522,875406
768,524,875421
767,526,875437
767,524,875447
766,522,875473
760,520,875488
759,519,875504
756,514,875520
752,513,875535
749,512,875551
745,510,875566
744,510,875582
743,511,875598
741,510,875613
736,510,875629
731,511,875645
721,511,875660
702,499,875676
701,498,875692
701,498,875707
699,496,875723
693,489,875738
693,488,875754
690,484,875770
681,474,875785
670,465,875801
667,464,875817
665,463,875832
665,463,875848
666,464,875863
665,462,875879
663,460,875895
667,457,875910
666,457,875926
660,457,875942
660,458,875957
659,460,875973
655,463,875988
653,459,876004
651,459,876020
649,457,876035
647,456,876051
644,449,876067
642,446,876082
637,442,876098
636,442,876113
636,442,876129
635,441,876145
632,441,876160
624,439,876176
625,439,876192
617,445,876207
612,448,876223
613,447,876238
620,438,876254
620,437,876270
617,434,876285
616,434,876301
616,432,876317
614,433,876332
613,435,876348
609,434,876363
605,429,876379
605,430,876395
608,430,876410
606,428,876426
605,429,876442
604,429,876457
603,428,876473
596,427,876488
597,426,876504
594,426,876520
595,427,876535
594,427,876551
592,427,876567
588,428,876582
586,425,876598
584,421,876613
582,418,876629
580,411,876645
581,414,876660
580,412,876676
579,412,876692
575,408,876707
573,408,876723
569,408,876739
565,406,876754
559,404,876770
557,403,876785
552,401,876801
549,401,876817
544,400,876832
543,399,876848
541,398,876863
541,398,876879
537,397,876895
531,396,876910
527,394,876926
524,389,876942
525,389,876957
524,389,876973
524,389,876988
524,389,877004
523,389,877020
519,390,877035
516,391,877037
512,390,877047
511,384,877072
510,385,877088
506,383,877104
505,382,877119
504,384,877135
504,384,877151
498,382,877166
498,382,877182
493,380,877197
491,379,877213
493,380,877229
476,375,877244
474,374,877260
473,371,877275
472,371,877291
471,370,877307
470,369,877322
467,364,877338
463,359,877354
461,355,877369
454,352,877385
454,352,877400
452,352,877416
448,350,877432
446,348,877447
444,348,877463
444,347,877479
445,347,877494
445,347,877510
444,346,877525
439,340,877526
438,341,877541
437,343,877557
437,343,877572
433,343,877588
433,342,877604
418,338,877619
413,336,877635
386,326,877651
380,321,877666
379,321,877682
374,317,877697
373,317,877713
368,316,877729
366,313,877744
367,314,877760
360,311,877775
358,311,877791
356,311,877807
354,314,877822
353,314,877838
351,313,877854
350,313,877869
347,310,877885
345,307,877901
345,307,877916
341,304,877932
339,304,877947
335,303,877963
333,304,877979
332,304,877994
330,305,878010
328,305,878026
325,303,878041
324,305,878057
323,304,878072
322,303,878088
322,302,878104
320,301,878119
319,300,878135
317,300,878151
315,298,878166
312,296,878182
307,290,878197
304,287,878213
299,284,878229
294,282,878244
293,281,878260
291,279,878276
288,278,878291
279,274,878307
278,271,878322
277,272,878338
274,272,878354
271,272,878369
268,272,878385
266,270,878401
264,268,878416
261,266,878432
261,266,878447
260,266,878448
259,265,878463
256,264,878479
252,259,878494
249,258,878510
248,258,878526
243,254,878541
244,254,878557
235,255,878572
233,256,878588
233,255,878604
227,251,878619
224,249,878635
222,247,878651
221,245,878666
219,243,878682
215,243,878697
215,243,878713
214,242,878729
213,242,878744
213,242,878760
208,243,878776
207,244,878791
206,244,878807
206,244,878822
203,242,878838
198,235,878854
196,231,878869
192,226,878885
192,225,878901
190,224,878916
187,224,878932
186,225,878948
187,223,878963
187,224,878979
186,224,878994
180,226,879010
179,225,879026
177,223,879041
174,221,879057
174,220,879073
174,219,879088
166,219,879104
136,218,879120
128,218,879135
119,217,879151
114,216,879166
113,215,879182
111,213,879198
112,213,879213
111,212,879229
111,211,879245
111,211,879260
108,212,879276
107,212,879291
102,212,879307
101,213,879323
100,214,879338
101,214,879354
100,215,879369
100,215,879385
100,213,879401
100,212,879416
100,211,879432
99,209,879448
100,207,879463
100,205,879479
97,205,879495
98,205,879510
99,205,879526
101,204,879541
100,201,879557
98,199,879573
98,198,879588
97,197,879604
95,195,879619
95,196,879635
92,197,879651
66,196,879666
56,193,879682
57,191,879698
58,191,879713
67,189,879729
68,189,879744
64,190,879760
72,190,879776
77,191,879791
79,193,879807
78,195,879823
78,196,879838
79,198,879854
78,204,879869
80,206,879870
81,208,879885
82,210,879901
84,218,879916
84,223,879932
84,228,879948
84,240,879963
84,246,879979
84,249,879995
85,253,880010
85,255,880026
84,256,880041
81,258,880057
80,260,880073
79,261,880088
77,263,880104
77,265,880119
77,266,880135
77,268,880151
76,270,880166
73,274,880182
73,276,880198
75,277,880213
78,278,880229
77,279,880245
75,281,880260
76,283,880276
75,290,880291
76,296,880307
75,300,880323
73,303,880338
71,306,880354
71,308,880370
72,309,880385
72,310,880401
76,314,880416
80,315,880432
81,315,880448
82,318,880463
82,318,880479
84,325,880494
84,326,880510
86,328,880526
86,329,880541
85,330,880557
84,330,880573
84,330,880588
86,336,880604
84,341,880620
84,343,880636
80,348,880652
79,349,880667
78,353,880683
78,356,880698
77,358,880714
77,357,880730
77,359,880745
78,360,880761
78,361,880777
78,360,880792
77,361,880808
78,362,880823
79,363,880824
79,364,880839
81,364,880855
80,367,880870
80,367,880886
81,370,880902
83,373,880917
82,374,880933
81,379,880948
79,382,880964
79,385,880980
77,394,880995
76,395,881011
75,397,881027
75,398,881042
74,402,881058
73,403,881073
73,403,881089
72,404,881105
71,404,881120
69,406,881136
61,414,881152
59,421,881167
59,423,881183
60,425,881198
60,429,881214
57,432,881230
55,434,881245
55,434,881261
56,437,881277
56,438,881292
57,441,881308
59,444,881323
60,446,881324
58,449,881339
56,451,881355
54,452,881370
49,453,881386
52,455,881402
52,458,881417
53,460,881433
59,466,881448
64,468,881464
63,469,881480
58,473,881495
58,474,881511
62,482,881527
63,481,881542
61,482,881558
58,478,881574
58,479,881589
63,483,881605
63,484,881620
61,485,881636
57,487,881652
58,488,881667
59,493,881668
59,495,881683
58,498,881699
59,501,881714
57,500,881730
57,500,881745
54,500,881761
59,509,881777
61,515,881792
62,517,881808
62,520,881824
58,525,881839
57,531,881855
58,533,881870
58,533,881886
57,533,881902
56,531,881918
56,531,881933
60,532,881949
61,532,881964
61,535,881980
60,535,881995
58,535,882011
58,536,882027
57,536,882042
57,539,882058
56,541,882074
56,542,882089
56,544,882105
55,547,882120
54,557,882121
54,557,882136
58,560,882152
60,561,882168
60,564,882183
60,565,882199
61,564,882214
63,563,882230
63,565,882246
60,570,882261
60,570,882277
54,570,882287
52,571,882300
50,571,882315
50,571,882331
46,571,882347
50,578,882362
55,589,882378
55,598,882394
54,600,882409
53,601,882425
54,606,882441
54,607,882456
52,606,882472
52,607,882487
54,614,882503
56,618,882519
56,620,882534
57,626,882550
56,625,882566
51,621,882581
50,620,882597
49,621,882612
47,620,882628
50,622,882644
54,626,882659
56,629,882675
61,634,882691
69,651,882706
69,650,882722
66,647,882737
66,647,882753
66,648,882769
66,649,882784
66,656,882800
66,679,882816
64,682,882831
62,686,882847
60,685,882862
58,684,882878
54,674,882894
52,673,882909
49,670,882925
54,678,882941
58,685,882956
59,691,882972
